Linneaus University,Anna Wingkvist,-1,https://dblp.org/pid/55/7247.xml
Linneaus University,Jonas Lundberg,-1,https://dblp.org/pid/86/5187.xml
Linneaus University,Mauro Caporuscio,-1,https://dblp.org/pid/c/MauroCaporuscio.xml
Linneaus University,Diego Perez-Palacin,-1,https://dblp.org/pid/26/7841.xml
Skövde University,Björn Lundell,-1,https://dblp.org/pid/37/6147.xml
Skövde University,Sten Andler,-1,https://dblp.org/pid/a/StenFAndler.xml
Skövde University,Birgitta Lindström,-1,https://dblp.org/pid/89/4385.xml
Skövde University,Henrik Gustavsson,-1,https://dblp.org/pid/19/2531.xml
Skövde University,Jonas Gamalielsson,-1,https://dblp.org/pid/95/49.xml
Skövde University,Simon Butler,0001,https://dblp.org/pid/96/7675-1.xml
Skövde University,Joeri van Laere,-1,https://dblp.org/pid/17/312.xml
Skövde University,Anne Persson,-1,https://dblp.org/pid/45/5030.xml
Skövde University,Beatrice Alenljung,-1,https://dblp.org/pid/83/4149.xml
Skövde University,Jeremy Rose,-1,https://dblp.org/pid/29/3118.xml
Skövde University,Manfred A. Jeusfeld,-1,https://dblp.org/pid/j/ManfredAJeusfeld.xml
Karlstad University,Sebastian Herold,-1,https://dblp.org/pid/23/6842.xml
Karlstad University,Bestoun S. Ahmed,-1,https://dblp.org/pid/60/2757.xml
Karlstad University,Martin Blom,-1,https://dblp.org/pid/24/3713.xml
Karlstad University,Muhammad Ovais Ahmad,-1,https://dblp.org/pid/143/1116.xml
Jönköping University,Anders Adlemo,-1,https://dblp.org/pid/65/4551.xml
Örebro University,Panagiota Chatzipetrou,-1,https://dblp.org/pid/09/10404.xml
Örebro University,Fredrik Karlsson,0001,https://dblp.org/pid/54/4340.xml
Halmstad University,Walid Taha,-1,https://dblp.org/pid/53/5525.xml
University West,Annabella Loconsole,-1,https://dblp.org/pid/69/4553.xml
Mid Sweden University,Felix Dobslaw,-1,https://dblp.org/pid/91/8284.xml
Mid Sweden University,Lena-Maria Öberg,-1,https://dblp.org/pid/32/10260.xml
Mid Sweden University,Sergio Rico,-1,https://dblp.org/pid/253/6371.xml
Uppsala University,Konstantinos Sagonas,-1,https://dblp.org/pid/s/KonstantinosFSagonas.xml
Uppsala University,Johannes Borgström,-1,https://dblp.org/pid/38/2005.xml
Umeå University,Alexandre Bartel,-1,https://dblp.org/pid/72/11467.xml
Administrator,Markus Borg,-1,https://dblp.org/pid/47/9384.xml
